芗城区,红旗新村,5428
芗城区,福星公寓,5994
芗城区,胜利西路144号,6014
芗城区,广华新村,6232
芗城区,桃林新村,6700
芗城区,大通北路65号,7117
芗城区,公路局汽车修配厂宿舍,7188
芗城区,漳糖新村,7337
芗城区,金源新村,7353
芗城区,星宝大厦,7407
芗城区,民主里,7452
芗城区,胜利西路138号,7453
芗城区,工人新村,7472
芗城区,元光北新村,7484
芗城区,新光大厦,7556
芗城区,寳龍大厦,7880
芗城区,三龙小区,7963
芗城区,金峰花园北区,7967
芗城区,鸿宝大厦,8040
芗城区,竹围新村,8088
芗城区,延安北大厦,8132
芗城区,九龙花园,8305
芗城区,玫瑰园,8343
芗城区,顺通大厦,8352
芗城区,铁路新村,8388
芗城区,凯撒王朝,8406
芗城区,小吃街,8434
芗城区,地质宿舍,8485
芗城区,东岳新村,8499
芗城区,人民银行宿舍,8537
龙文区,景山小区,4980
龙文区,坤旺小区,5687
龙文区,漳华苑,6443
龙文区,双菱新村,6896
龙文区,荣兴小区,7213
龙文区,联丰浩苑,7504
龙文区,龙文花园,7788
龙文区,店上花园,7820
龙文区,碧洲园,8069
龙文区,碧湖万达SOHO,8127
龙文区,毅达阳光(福晟钱隆学府一期),8731
龙文区,龙江小区,8958
龙文区,翰苑颐园,8958
龙文区,华东工业品批发市场,9102
龙文区,阳光美地一期,9102
龙文区,地质人家,9143
龙文区,阳光美地四期,9153
龙文区,下洲花园,9339
龙文区,翼特丽景城,9355
龙文区,阳光美地二期,9442
龙文区,浦东花园,9459
龙文区,永兴小区,9581
龙文区,福晟钱隆学府莘园小区西区,9676
龙文区,阳光美地三期,9811
龙文区,蓝山丽景,9887
龙文区,中骏蓝湾香郡二期,10036
龙文区,明欣苑,10135
龙文区,欣隆盛世广场,10138
龙文区,钱隆公馆,10176
龙文区,福晟钱隆公馆二期,10193
芗城区,金品花园,13284
芗城区,和平里北区,13992
芗城区,云鼎民兴北郡,14366
芗城区,书香世家,13550
芗城区,信隆花园,12027
芗城区,瑞芳苑,9072
芗城区,南岸公馆,9945
芗城区,福晟钱隆樽品2期,11247
芗城区,万益学府花园一期,13992
芗城区,蓝海国际,10984
芗城区,君临天下,14360
芗城区,福晟钱隆学府莘园小区东区,10764
芗城区,欣隆盛世·朗域(龙文区),10478
芗城区,碧湖万达SOHO,8127
芗城区,融信澜园,14672
芗城区,永年公园美学,12951
芗城区,招商花园城,12156
芗城区,海峡国际湾区,14241
芗城区,东岳新村,8499
芗城区,江滨花园,11480
龙文区,阳光美地四期,9153
龙文区,瑞景园,11446
龙文区,中骏四季阳光二期,15300
芗城区,大唐世家一期,9633
芗城区,都市阳光,16239
芗城区,正得格林兰庭,14404
芗城区,下洲花园,9339
芗城区,龙江富城,11603
芗城区,永鸿国际公馆,12984
芗城区,中骏四季阳光三期,14982
芗城区,永鸿御景湾,10816
龙文区,万达中央华城3期,13091
龙文区,凯撒王朝,8406
龙文区,桂溪名都大厦,10545
龙文区,高信花园,13366
龙文区,延安广场二期,13753
龙文区,海湾太武城一期,7880
龙文区,天下广场B区,10835
龙文区,人民里25号,8695
龙文区,招商简筑,9609
芗城区,前锋新村,9293
芗城区,钱隆公馆,10176
芗城区,大唐印象,18481
芗城区,蓝山丽景,9887
芗城区,江滨新城,14255
芗城区,大同家园,10321
芗城区,绿洲富城,9598
芗城区,元光南路11-6,8594
芗城区,漳州大唐世家,10604
龙文区,永鸿·厦门湾1号,12355
龙文区,铁路新村,8388
龙文区,港昌海先生,12839
龙文区,海湾太武城二期,8210
龙文区,群裕小区,9542
龙文区,融信西西里,12665
龙文区,香江大厦,13484
龙文区,丹霞名城,13203
芗城区,建元南花园,13031
芗城区,欣隆盛世·外滩A区,16775
芗城区,丽园君悦,15644
芗城区,大通北路65号,7117
芗城区,美福一品,12575
龙文区,瑞景城,10594
龙文区,華府,12514
龙文区,腾龙楼,8808
龙文区,世纪广场小区,11091
龙文区,東升花園,13811
龙文区,天福园南区,10709
龙文区,榕御,15890
龙文区,夏商香榭花都,12333
芗城区,金品花园,13284
芗城区,福晟钱隆学府莘园小区东区,10764
芗城区,欣隆盛世·朗域(龙文区),10478
芗城区,碧湖万达SOHO,8127
芗城区,融信澜园,14672
芗城区,永年公园美学,12951
芗城区,招商花园城,12156
芗城区,海峡国际湾区,14241
芗城区,大唐世家一期,9633
芗城区,都市阳光,16239
芗城区,正得格林兰庭,14404
芗城区,下洲花园,9339
芗城区,龙江富城,11603
芗城区,永鸿国际公馆,12984
芗城区,中骏四季阳光三期,14982
芗城区,永鸿御景湾,10816
芗城区,前锋新村,9293
芗城区,钱隆公馆,10176
芗城区,大唐印象,18481
芗城区,蓝山丽景,9887
芗城区,江滨新城,14255
芗城区,大同家园,10321
芗城区,绿洲富城,9598
芗城区,元光南路11-6,8594
芗城区,漳州大唐世家,10604
芗城区,建元南花园,13031
芗城区,欣隆盛世·外滩A区,16775
芗城区,丽园君悦,15644
芗城区,大通北路65号,7117
芗城区,美福一品,12575
芗城区,清华园,11140
芗城区,惠民花园二期,9130
芗城区,丰泰财富广场,9329
芗城区,香格里拉观园,12500
芗城区,龙门天下,10491
芗城区,广华新村,6232
芗城区,金河广场,12263
芗城区,东盛温泉公寓,12548
芗城区,永兴小区,9581
芗城区,富雅国际,13454
芗城区,龙泉华庭三期,13576
芗城区,领秀御园,12685
芗城区,鸿源尚品,12722
芗城区,龙泽大厦,15944
芗城区,万达中央华城4期,12555
芗城区,银都大厦,16883
芗城区,武夷名仕园,13847
芗城区,悦港花园,13906
芗城区,新城佳园,12921
芗城区,保生海滨公寓,10075
芗城区,e+国际,4470
芗城区,瑞鑫公寓,7979
芗城区,市尾大修厂,8983
芗城区,建筑新村,8677
芗城区,南昌花园,11908
芗城区,蓝湾国际,10855
芗城区,金宝花园,11028
芗城区,鑫荣花苑西区,17197
芗城区,吉龙大厦,暂无
芗城区,福晟钱隆学府莘园小区西区,9676
芗城区,东方明珠花园,12309
芗城区,绿佳园,12312
芗城区,云龙海岸一期,10407
芗城区,角美万达广场,11284
芗城区,华坤花园一期,10453
芗城区,紫云嘉苑,12166
芗城区,锦鸿西欧御景,8685
芗城区,霞屿颖荣小区,4865
芗城区,丽景花园,11235
芗城区,龙轴新村,9026
芗城区,教委八中宿舍,9900
芗城区,龙勋花园,9632
芗城区,水仙都市,10905
芗城区,星河广场,9934
芗城区,金冠花园南区,9647
芗城区,和信山语海,11625
芗城区,上层•55,13871
芗城区,汇金置地卡卡公寓,10565
芗城区,云龙海岸二期,10961
芗城区,悦华星座,14102
芗城区,龙泉嘉苑,10997
芗城区,东华广场,10039
芗城区,诗浦丽都花园,10265
芗城区,海关宿舍,10576
芗城区,新元城市花园,13675
芗城区,龙江明珠北区,13329
芗城区,尚豪嘉苑,10212
芗城区,古龙西溪嘉园,9342
芗城区,坤旺小区,5687
芗城区,角美万达SOHO,9113
芗城区,电信新村,9235
芗城区,江畔御景,13274
芗城区,人民新村,11391
芗城区,新华商城小区,10782
芗城区,御泰大厦,12901
芗城区,鸿达花园,10359
芗城区,腾飞大厦,10663
芗城区,寳龍大厦,7880
芗城区,鸿宝大厦,8040
芗城区,乔安瑞京园,11055
芗城区,厦浦小区,9766
芗城区,龙宝花园,24204
芗城区,嘉鑫大厦,10561
芗城区,龙江花园,10516
芗城区,明欣苑,10135
芗城区,瑞鑫小区,12516
芗城区,钟芬楼,10192
芗城区,碧桂园·花仙府墅,14418
芗城区,通用公寓,9289
芗城区,闽南商业批发市场南区,16518
芗城区,建瑞大厦,9485
芗城区,益民花园东区,9655
芗城区,百嘉大厦,10732
芗城区,丽园君悦三期,13961
芗城区,龙景台,16253
芗城区,新城海世界,11589
芗城区,三盛国际海岸,13627
芗城区,温泉佳苑,11559
芗城区,和平里南区,11657
芗城区,乔安县后园,11798
芗城区,香格里拉观园,12500
芗城区,保生海滨公寓,10075
芗城区,绿佳园,12312
芗城区,银都大厦,16883
芗城区,新光大厦,7556
芗城区,广安大厦,12345
芗城区,教师新村,8989
芗城区,滨江丽景,13776
芗城区,忆芗心苑,10951
芗城区,福龙苑,10309
芗城区,天下广场A区,11876
芗城区,桃林新村,6700
芗城区,江畔尊邸,12870
芗城区,武夷名仕园,13847
芗城区,霞屿颖荣小区,4865
芗城区,瑞鑫公寓,7979
芗城区,e+国际,4470
芗城区,嘉元亿景海岸,9724
芗城区,福景公寓,15243
芗城区,交警宿舍,10561
芗城区,北桥新村,15497
芗城区,榕御花园,10228
芗城区,华元北苑,16347
芗城区,民主新村,16148
芗城区,万达中央华城2期,12393
芗城区,阳光城凡尔赛宫二期,14085
芗城区,中骏四季花都,12416
芗城区,新城大厦,10189
芗城区,华元北苑,16347
芗城区,交警宿舍,10561
芗城区,福景公寓,15243
芗城区,嘉元亿景海岸,9724
芗城区,华港翠园,11319
芗城区,九龙城,12807
芗城区,江滨华庭,12312
芗城区,公安小区,9487
芗城区,人民银行宿舍,8537
芗城区,绿海学城,9416
芗城区,珊瑚苑,9697
芗城区,钻石公馆,13273
芗城区,电力新村,9338
芗城区,融都新界,11862
芗城区,瑞京花园北区,11304
芗城区,竹围新村,8088
芗城区,新城大厦,10189
芗城区,江畔豪庭,11933
芗城区,海峡国际湾区二期,12944
芗城区,丽江明珠,13866
芗城区,江畔御景,13274
芗城区,华联商厦,9146
芗城区,民政小区,12200
芗城区,夏商阳光雅苑,12504
芗城区,御景园,14910
芗城区,金茂广场,10530
芗城区,玫瑰园,8343
芗城区,电信新村,9235
芗城区,漳州宾馆宿舍,14765
芗城区,天福园北区,9794
芗城区,元南花园,9444
芗城区,芗江新村,11862
芗城区,阳光美地三期,9811
芗城区,龙池新天地,12826
芗城区,龙欣杰座,11208
芗城区,清华园,11140
芗城区,星宝大厦,7407
芗城区,翔烨澎湖湾,14264
芗城区,印达华山名苑,10827
芗城区,汇金置地卡卡公寓,10565
芗城区,和信山语海,11625
芗城区,上层•55,13871
芗城区,泰禾红树湾院子,19832
芗城区,邮电新村,9868
芗城区,延安广场一期,12955
芗城区,丽景花园,11235
芗城区,中兴爱贤花园,9486
芗城区,金山家园,10146
芗城区,金源新村,7353
芗城区,融信一品江山,10826
芗城区,福星公寓,5994
芗城区,御盛花园,9216
芗城区,长福裕景,12992
芗城区,西子公寓,8130
芗城区,龙轴新村,9026
芗城区,长隆花园,12091
芗城区,教委八中宿舍,9900
芗城区,国佳中心,11777
芗城区,美久花园,10210
芗城区,银苑花园,10145
芗城区,芝山新村,14104
芗城区,公路局汽车修配厂宿舍,7188
芗城区,中旅商厦,11074
芗城区,万益学府花园二期,14172
芗城区,双菱新村,6896
芗城区,九龙新城,11641
芗城区,花园大厦,14794
芗城区,红旗新村,5428
芗城区,闽南新城综合大市场,13296
芗城区,天成佳园,11289
芗城区,芗城公安分局元光南宿舍,9248
芗城区,乔安新华园,16287
芗城区,甘棠宫小区,11825
芗城区,兴达楼小区,9131
芗城区,邮政宿舍,11590
芗城区,建瑞大厦,9485
芗城区,闽南商业批发市场南区,16518
芗城区,益民花园东区,9655
芗城区,通用公寓,9289
芗城区,丽园君悦三期,13961
芗城区,新光大厦,7556
芗城区,广安大厦,12345
芗城区,教师新村,8989
芗城区,桃林新村,6700
芗城区,滨江丽景,13776
芗城区,江畔尊邸,12870
芗城区,天下广场A区,11876
芗城区,百嘉大厦,10732
芗城区,福龙苑,10309
龙海市,瑞鑫佳园一期,10068
龙海市,阳光美地一期,9102
芗城区,悦港花园,13906
芗城区,新城佳园,12921
芗城区,吉龙大厦,暂无
芗城区,福晟钱隆学府莘园小区西区,9676
芗城区,东方明珠花园,12309
芗城区,绿佳园,12312
芗城区,云龙海岸一期,10407
芗城区,角美万达广场,11284
芗城区,华景雅居,10251
芗城区,漳州市人民检察院干警宿舍区,9380
芗城区,华坤花园一期,10453
芗城区,紫云嘉苑,12166
芗城区,锦鸿西欧御景,8685
芗城区,龙勋花园,9632
芗城区,水仙都市,10905
芗城区,星河广场,9934
芗城区,金冠花园南区,9647
芗城区,和信山语海,11625
芗城区,上层•55,13871
芗城区,汇景祥居,11975
芗城区,延安北大厦,8132
芗城区,大通大厦,8886
芗城区,马鞍山路7号,暂无
芗城区,芗城区府干部宿舍,15437
芗城区,腾飞花园,10538
芗城区,将军花园,12199
芗城区,中银花园,10197
芗城区,龙文花园,7788
芗城区,万科玖龙台,16287
芗城区,鸿宝大厦,8040
芗城区,钟芬楼,10192
芗城区,汇金置地卡卡公寓,10565
芗城区,云龙海岸二期,10961
芗城区,悦华星座,14102
芗城区,龙泉嘉苑,10997
芗城区,东华广场,10039
芗城区,诗浦丽都花园,10265
芗城区,碧洲园,8069
芗城区,漳州市气象局,8740
芗城区,新华园,11896
芗城区,瑞得园,9999
芗城区,丹霞星城西区,暂无
芗城区,永鸿澜悦城,9699
芗城区,忠孝楼,9276
芗城区,碧桂园·花仙府墅,14418
芗城区,通用公寓,9289
芗城区,闽南商业批发市场南区,16518
芗城区,建瑞大厦,9485
芗城区,益民花园东区,9655
芗城区,百嘉大厦,10732
芗城区,丽园君悦三期,13961
芗城区,海关宿舍,10576
芗城区,新元城市花园,13675
芗城区,龙江明珠北区,13329
芗城区,尚豪嘉苑,10212
芗城区,古龙西溪嘉园,9342
芗城区,坤旺小区,5687
芗城区,角美万达SOHO,9113
芗城区,怡心天地,14416
芗城区,漳华苑,6443
芗城区,区交通局宿舍,10342
芗城区,胜利西路138号,7453
芗城区,丹霞园,9896
芗城区,水花园,11463
芗城区,元光北新村,7484
芗城区,东兴公寓,9284
芗城区,万豪国际,18038
芗城区,东湖大厦,12480
芗城区,元光南新村5号,10107
芗城区,新光大厦,7556
芗城区,广安大厦,12345
芗城区,教师新村,8989
芗城区,滨江丽景,13776
芗城区,忆芗心苑,10951
芗城区,福龙苑,10309
芗城区,天下广场A区,11876
芗城区,桃林新村,6700
芗城区,瑞丰苑,10911
芗城区,清华园,11140
芗城区,惠民花园二期,9130
芗城区,官园城堡,10716
芗城区,浦东花园,9459
芗城区,嘉明大厦,11659
芗城区,甘棠宫新村,10770
芗城区,闽南商业批发市场东区,12362
芗城区,千嘉景园,10450
芗城区,芗城区下沙温泉广场小区,9549
芗城区,何衙内小区,17042
芗城区,江畔尊邸,12870
芗城区,嘉元亿景海岸,9724
芗城区,福景公寓,15243
芗城区,交警宿舍,10561
芗城区,北桥新村,15497
芗城区,榕御花园,10228
芗城区,华元北苑,16347
芗城区,民主新村,16148
芗城区,丰泰财富广场,9329
芗城区,香格里拉观园,12500
芗城区,龙门天下,10491
芗城区,广华新村,6232
芗城区,金河广场,12263
芗城区,东盛温泉公寓,12548
芗城区,永兴小区,9581
芗城区,富雅国际,13454
芗城区,江景花园,12491
芗城区,鑫荣花苑东区,17309
芗城区,元光大厦,暂无
芗城区,漳州市工商局居住小区怡秀园,11941
芗城区,国税局宿舍,9845
芗城区,陆达花园,10520
芗城区,民主里,7452
芗城区,幸福人家,9218
芗城区,新华西北,11879
芗城区,万达中央华城2期,12393
芗城区,阳光城凡尔赛宫二期,14085
芗城区,中骏四季花都,12416
芗城区,新城大厦,10189
芗城区,龙泉华庭三期,13576
芗城区,领秀御园,12685
芗城区,鸿源尚品,12722
芗城区,龙泽大厦,15944
芗城区,万达中央华城4期,12555
芗城区,银都大厦,16883
芗城区,武夷名仕园,13847
芗城区,保生海滨公寓,10075
芗城区,东盛外滩明珠,18470
芗城区,东久花园城,11906
芗城区,益民花园西区,10441
芗城区,尚书苑,11642
芗城区,红旗厂宿舍,10470
芗城区,大唐名门印象,15143
芗城区,三龙小区,7963
芗城区,九龙花园,8305
芗城区,悦珑庄·墅公馆,12060
芗城区,e+国际,4470
芗城区,瑞鑫公寓,7979
芗城区,市尾大修厂,8983
芗城区,建筑新村,8677
芗城区,南昌花园,11908
芗城区,蓝湾国际,10855
芗城区,金宝花园,11028
芗城区,鑫荣花苑西区,17197
芗城区,霞屿颖荣小区,4865
芗城区,锦宅领地,11962
芗城区,天翔世家,11975
芗城区,丽景花园,11235
芗城区,龙轴新村,9026
芗城区,教委八中宿舍,9900
芗城区,电信新村,9235
芗城区,江畔御景,13274
芗城区,人民新村,11391
芗城区,新华商城小区,10782
芗城区,御泰大厦,12901
芗城区,鸿达花园,10359
芗城区,腾飞大厦,10663
芗城区,寳龍大厦,7880
芗城区,乔安瑞京园,11055
芗城区,厦浦小区,9766
芗城区,龙宝花园,24204
芗城区,嘉鑫大厦,10561
芗城区,龙江花园,10516
芗城区,明欣苑,10135
芗城区,瑞鑫小区,12516
芗城区,龙景台,16253
芗城区,新城海世界,11589
芗城区,三盛国际海岸,13627
芗城区,温泉佳苑,11559
芗城区,和平里南区,11657
芗城区,乔安县后园,11798
芗城区,香格里拉观园,12500
芗城区,保生海滨公寓,10075
芗城区,绿佳园,12312
芗城区,银都大厦,16883
芗城区,武夷名仕园,13847
芗城区,霞屿颖荣小区,4865
芗城区,瑞鑫公寓,7979
芗城区,e+国际,4470
芗城区,建工局宿舍,9102
芗城区,建安大厦,9964
芗城区,荣兴小区,7213
芗城区,闽南商业批发市场北区,34861
芗城区,菁英花园,8463
芗城区,瑞京城南区,11912
芗城区,大唐世家熊猫墅,14304
芗城区,碧桂园城央金座,12768
芗城区,金冠花园北区,9733
芗城区,银苑花园,10145
芗城区,龙泉御墅,19773
芗城区,大通北路51-2号,8777
芗城区,大同新村,16220
芗城区,宏业楼,8821
芗城区,嘉鑫花园,9491
芗城区,蓝天花园,11445
芗城区,漳福路7号,13461
芗城区,万和大厦,9123
芗城区,东花园大厦,9400
芗城区,橄榄绿洲小区,9400
芗城区,龙达楼,10777
芗城区,北桥小巷,10538
芗城区,邮政新村,14093
芗城区,新玑广场,11035
芗城区,黄金宝,11916
芗城区,外滩明珠,17197
芗城区,天隆温泉公寓,14636
芗城区,龙华大厦,16146
芗城区,瑞京公安宿舍区,11271
芗城区,华元北苑,16347
芗城区,交警宿舍,10561
芗城区,福景公寓,15243
芗城区,嘉元亿景海岸,9724
芗城区,华港翠园,11319
芗城区,九龙城,12807
芗城区,江滨华庭,12312
芗城区,公安小区,9487
芗城区,人民银行宿舍,8537
